tag,词性,oldtag2count,oldexttag2count,newtag2cout,newtitleexttag2count,newdescexttag2count,classifer,entropy,entropyv2,remove
ssc带赚,ssc/nx(其他) 带/v(动词) 赚/v(动词),60,62,NULL,1,NULL,0.315272354,0,0,1
车主数据,车主/n(名词) 数据/n(名词),354,77,91,4,15,0.092431164,1.03972077083992,0,1
重庆富婆俱乐部,重庆/ns(地名) 富婆/n(名词) 俱乐部/n(名词),50,NULL,1,NULL,NULL,0.043365536,NULL,NULL,1
户口本,户口本/n(名词),131,836,15,44,496,0.198404143,3.89117250432154,2.89037175789617,1
重庆时时彩,重庆/ns(地名) 时时/d(副词) 彩/Ng(其他),18171,14438,4556,1066,3438,NULL,5.01570111311346,4.3475836134214,1
微交易投资交流群,微交易/n(名词) 投资/vn(其他) 交流/vn(其他) 群/Ng(其他),152,45,9,13,1,0.225122508,0.693147180559945,0.693147180559945,1
东方神起,东方神起/nr(其他),226,1466,196,161,168,0.065965806,4.95512642161944,3.11080548657055,0
期货金,期货/n(名词) 金/j(简称),98,66,NULL,1,NULL,0.016968927,1.09861228866811,0,1
人力,人力/n(名词),185,12266,616,4539,2554,0.095993645,6.65720209264332,5.92078936924904,0
深圳服装群,深圳/ns(地名) 服装/n(名词) 群/Ng(其他),60,15,9,10,1,0.077282026,0.693147180559945,0,1
gfdhdg,gfdhdg/nx(其他),115,NULL,1,NULL,NULL,0.383173894,NULL,NULL,1
普拉多团购,普拉多/nz(其他专名) 团购/n(名词),55,3,8,2,4,0.007759906,0.693147180559945,0,1
丰田交流群,丰田/n(名词) 交流/vn(其他) 群/Ng(其他),100,16,2,11,1,0.163790531,2.39789527279837,2.07944154167984,1
行业交流资,行业/n(名词) 交流/vn(其他) 资/Ng(其他),163,42,NULL,NULL,1,0.157798626,NULL,NULL,1
苹果手机解锁,苹果/n(名词) 手机/n(名词) 解锁/v(动词),285,205,314,135,124,0.008874229,2.95649420717948,1.47507631105469,0
欧蓝德团购,欧蓝德/nz(其他专名) 团购/n(名词),53,18,3,8,5,0.008503852,2.47995552054452,2.09827373952525,1
小贷口子,小贷/n(名词) 口子/n(名词),52,192,84,324,160,0.197863852,4.77692512001431,5.18935832283381,1
初中群,初中/n(名词) 群/Ng(其他),54,4283,20,612,135,0.743218532,6.22457902716724,4.65754211233957,1
99真人,99/m(数词) 真人/n(名词),60,62,6,5,6,0.501024466,0,0,1
萌腐宅,萌/Vg(其他) 腐宅/n(名词),5462,60,5143,30,44,NULL,3.98676841325923,2.0316900029887,0
足彩足球分析推荐,足彩/n(名词) 足球/n(名词) 分析/v(动词) 推荐/v(动词),340,12,498,3,NULL,0.007053088,0,0,1
昂科威,昂科威/n(名词),326,381,260,279,342,0.164567484,4.71357430246102,4.20018916860876,0
网赚技巧,网赚/n(名词) 技巧/n(名词),334,106,158,6,50,0.017520621,2.04319187054512,1.03972077083992,1
瑞风s2mini,瑞风/n(名词) s2mini/nx(其他),55,NULL,3,2,NULL,0.056161606,1.32966134885476,0.693147180559945,1
品牌·产品,品牌/n(名词) ·/w(标点) 产品/n(名词),54,1,99,NULL,NULL,0.096827561,NULL,NULL,1
黄金td,黄金/n(名词) td/nx(其他),372,369,477,98,204,0.040441807,3.3052704104558,3.02878053342768,0
资金调拨,资金/n(名词) 调拨/v(动词),57,6,115,1,1,0.040072309,0,0,1
鸡鸡,鸡鸡/n(名词),55,4485,25,206,1295,0.400564721,5.35004291988352,3.95514298323273,1
营销规划,营销/vn(其他) 规划/n(名词),1203,12,1391,1,2,NULL,1.09861228866811,1.09861228866811,1
丰田车友会,丰田/n(名词) 车友会/n(名词),195,351,35,147,35,0.024920109,4.91333256774692,4.4092370471066,0
综漫,综漫/n(名词),216,702,501,393,255,0.164567484,5.60150345619738,4.10059870435522,0
sardsg,sardsg/nx(其他),180,NULL,NULL,NULL,NULL,0.383173894,NULL,NULL,1
开挂辅助软件,开挂/n(名词) 辅助/vn(其他) 软件/n(名词),130,12,21,NULL,NULL,0.071810322,NULL,NULL,1
汽车团购,汽车/n(名词) 团购/n(名词),256,1225,350,644,440,0.003761267,4.95998690188412,5.27791720785375,0
pk计划,pk/nx(其他) 计划/n(名词),62,153,9,49,13,0.300291686,3.03908158643964,2.5539429400242,1
南充,南充/ns(地名),285,9710,770,6632,3851,0.040489398,7.00342584706844,6.83766105852222,0
股吧,股/n(名词) 吧/y(语气助词),299,1574,404,209,351,0.183995157,5.29972439107098,4.39751365954079,0
银行卡6,银行卡/n(名词) 6/m(数词),90,22,4,NULL,1,0.300347077,NULL,NULL,1
四大天王,四/m(数词) 大/a(形容词) 天王/n(名词),50,7207,28,254,105,0.421856786,4.81918482173689,3.43319673732384,1
银行卡4,银行卡/n(名词) 4/m(数词),149,18,6,NULL,NULL,0.283903915,NULL,NULL,1
银行卡5,银行卡/n(名词) 5/m(数词),109,7,4,NULL,NULL,0.351224539,NULL,NULL,1
银行卡2,银行卡/n(名词) 2/m(数词),201,33,12,NULL,2,0.229728308,NULL,NULL,1
银行卡3,银行卡/n(名词) 3/m(数词),186,14,10,NULL,NULL,0.283884795,NULL,NULL,1
银行卡1,银行卡/n(名词) 1/m(数词),218,34,12,1,NULL,0.264557992,1.6094379124341,0,1
婚外情,婚外情/n(名词),335,771,103,192,143,0.077068157,4.19127980857122,3.22032259793813,0
大赛,大赛/vn(其他),66,47723,94,7188,4641,0.162534303,6.91766009172798,6.40206536299136,1
银行卡8,银行卡/n(名词) 8/m(数词),73,15,3,NULL,NULL,0.287523668,NULL,NULL,1
震荡盘整趋势,震荡/vn(其他) 盘整/vn(其他) 趋势/n(名词),112,4,141,2,2,0.044449143,0,0,1
宝沃交流群,宝沃/n(名词) 交流/v(动词) 群/Ng(其他),89,2,2,2,NULL,0.308519551,1.09861228866811,1.09861228866811,1
品牌产品,品牌/n(名词) 产品/n(名词),1022,89962,2156,178,689,NULL,4.69974325248849,4.00399163162564,1
博美,博美/n(名词),990,1045,1644,367,518,NULL,5.07832304004904,4.95211440134403,0
中国武警,中国/ns(地名) 武警/n(名词),57,481,119,187,80,0.033217986,4.8066635101121,3.35350523382618,1
债券,债券/n(名词),4298,819,3172,311,545,NULL,4.94251857650375,4.09130910285216,0
天猫瘦身女装,天猫/n(名词) 瘦身/v(动词) 女装/n(名词),106,65,6,4,4,0.00724505,1.90615474653985,0,1
江湖,江湖/n(名词),662,52555,1222,14839,12605,NULL,7.49979795340022,6.62276100287851,1
奇门遁甲,奇门/n(名词) 遁甲/n(名词),226,578,831,499,754,0.031137642,5.05700737187653,3.8218515562905,0
奔驰gl,奔驰/n(名词) gl/nx(其他),59,44,9,11,11,0.016588969,2.80978347800405,2.56659891811451,1
缘聚,缘/p(介词) 聚/v(动词),61,20604,106,9109,2494,0.26959479,6.79485596351697,6.33649400136554,1
项目部,项目部/n(名词),58,21067,38,3608,954,0.160516616,7.50538879383824,6.19887290630593,1
每天去秒杀,每天/r(代词) 去/v(动词) 秒杀/n(名词),163,213,NULL,NULL,NULL,0.503806078,NULL,NULL,1
查户籍,查/v(动词) 户籍/n(名词),132,28,10,7,8,0.133204708,0,0,1
大学生户外驴友,大学生/n(名词) 户外/s(处所词) 驴友/n(名词),70,1,9,NULL,NULL,0.112641402,NULL,NULL,1
玩的开心,玩/v(动词) 的/u(助词) 开心/a(形容词),199,38304,217,373,42784,0.561678788,4.57072862324884,3.95622658674232,1
名师指导,名师/n(名词) 指导/vn(其他),354,98,223,21,91,0.077286661,3.48672859662398,2.69801101984411,0
储蓄卡,储蓄卡/n(名词),214,546,54,33,157,0.014974743,3.15984424807281,1.74002029646162,0
自由出轨群,自由/ad(其他) 出轨/v(动词) 群/Ng(其他),384,19,NULL,NULL,NULL,0.579808529,NULL,NULL,1
婚恋▄离婚,婚恋/n(名词) ▄/n(名词) 离婚/v(动词),218,NULL,1,NULL,NULL,0.034596033,NULL,NULL,1
书迷群,书迷/n(名词) 群/Ng(其他),1202,309,1456,232,218,NULL,5.72609378764527,3.83618515752876,0
赣州,赣州/ns(地名),405,8789,1027,7750,4574,NULL,6.81465714186403,6.76289545756322,0
投资白银,投资/v(动词) 白银/n(名词),69,227,4,8,155,0.010690587,2.62299627608579,1.09861228866811,1
云交易,云交易/n(名词),157,637,221,193,295,0.164567484,4.29865205427299,3.55185668784308,0
野炊,野炊/v(动词),316,1877,846,191,2163,0.118525341,5.04854281368204,4.01692579178864,0
手机赚钱学生工作,手机/n(名词) 赚钱/a(形容词) 学生/n(名词) 工作/vn(其他),108,NULL,13,NULL,NULL,0.068040644,NULL,NULL,1
免费赚钱,免费/v(动词) 赚钱/a(形容词),161,649,451,470,880,0.064531742,4.75836442624495,3.65065957216941,0
兼职招聘,兼职/v(动词) 招聘/v(动词),357,2759,685,2569,3023,0.049560356,5.92272136174486,5.9412196195205,0
个股,个股/n(名词),1004,7262,1201,323,3775,NULL,5.35007580162327,4.73000726404271,0
帅气,帅气/a(形容词),1025,40321,726,6927,10688,NULL,4.74013849269321,2.10588353267599,0
留什么给你,留/v(动词) 什么/r(代词) 给/p(介词) 你/r(代词),355,47,120,1,3,0.915017426,0,0,1
爱豆,爱/v(动词) 豆/n(名词),226,2527,578,551,1771,0.228055878,5.77253117079808,4.60208545748555,0
播音主持,播音/v(动词) 主持/v(动词),315,1698,351,318,440,0.03448951,5.11426837684002,3.99641406706892,0
杀人,杀人/v(动词),146,8474,103,418,1189,0.098372933,5.99423508200827,4.72294196228328,1
綵票,彩/Ng(其他) /n(名词) 票/n(名词),78,116,7,5,5,0.09207677,0,0,1
一本线,一/m(数词) 本/q(量词) 线/n(名词),706,28,618,3,6,NULL,1.38629436111989,0,1
同桌,同桌/v(动词),193,6601,58,327,375,0.774991458,5.39845023542453,4.09224512445063,0
纯音乐,纯/a(形容词) 音乐/n(名词),163,376,385,206,375,0.117106469,4.8513856742384,3.83326026308012,0
天猫优惠淘宝购物,天猫/n(名词) 优惠/v(动词) 淘宝/n(名词) 购物/vn(其他),155,NULL,30,NULL,NULL,0.005939351,NULL,NULL,1
乱七八糟,乱七八糟/i(习语),165,11834,122,835,7601,0.414174243,5.26932440509355,4.66832709078211,1
工科,工科/n(名词),905,1650,462,259,129,NULL,5.45614579167707,4.95332481676762,0
子宫肌瘤,子宫/n(名词) 肌瘤/n(名词),119,175,159,27,138,0.038849472,3.52140413790359,3.07522054805437,1
lol开黑,lol/nx(其他) 开黑/n(名词),232,7044,500,1521,705,0.38572255,4.93839992835411,4.94580389597183,0
宠物用品,宠物/n(名词) 用品/n(名词),3229,818,3068,531,819,NULL,5.13364725504519,4.22201583046923,0
倮秀,倮/Vg(其他) 秀/Ag(其他),114,9,132,21,7,0.307998627,1.91042165590034,0.367649477400142,1
网站运营,网站/n(名词) 运营/vn(其他),157,355,332,97,265,0.031783567,4.27834224277219,3.82521576434875,0
商品票食品票,商品/n(名词) 票/n(名词) 食品/n(名词) 票/n(名词),121,1,NULL,NULL,NULL,0.039646666,NULL,NULL,1
聚美优品,聚美优/n(名词) 品/v(动词),208,409,247,101,173,0.064318772,4.19147866341856,3.1230065787666,0
装饰材料,装饰/n(名词) 材料/n(名词),213,1599,739,1152,1425,0.011402898,5.65870706743542,5.41722172352445,0
会务费票,会务费/n(名词) 票/n(名词),79,153,NULL,NULL,2,0.067127739,NULL,NULL,1
唐家三少,唐家/ns(地名) 三少/n(名词),202,442,841,193,413,0.167693216,4.37727579141766,2.8080450752347,0
减肥食品,减肥/vn(其他) 食品/n(名词),106,31,5,3,5,0.017158958,1.56071040904141,0,1
搭讪,搭讪/v(动词),189,1058,383,392,838,0.288081232,5.16713533366702,4.28331755479456,0
尼康,尼康/n(名词),1753,956,2777,606,630,NULL,5.02629069284231,3.71259254517406,0
宅吉品,宅/Ng(其他) 吉品/n(名词),159,NULL,188,NULL,NULL,0.077028402,NULL,NULL,1
yp群,yp/nx(其他) 群/Ng(其他),142,335,NULL,147,9,0.676335687,3.55327245856722,2.98491574761878,1
群视频,群/Ng(其他) 视频/n(名词),51,2301,116,196,966,0.298699683,5.31401338546171,3.82098381644582,1
mg电子游戏,mg/nx(其他) 电子游戏/n(名词),431,285,42,29,31,NULL,2.68917816651814,1.09861228866811,0
浙菜,浙菜/n(名词),1660,25,775,14,43,NULL,3.19498476834056,2.42858095214525,0
共建生,共建生/n(名词),51,72,NULL,NULL,1,0.164567484,NULL,NULL,1
铁片冲孔0.3元,铁片/n(名词) 冲孔/n(名词) 0.3/m(数词) 元/q(量词),60,164,10,NULL,52,0.023319161,NULL,NULL,1
明星直播,明星/n(名词) 直播/v(动词),58,79,4,8,4,0.092647378,2.88757782505655,1.38629436111989,1
童鞋群,童鞋/n(名词) 群/Ng(其他),59,2151,10,214,74,0.22901909,5.34639210981972,3.84001913807483,1
网贷理财,网贷/n(名词) 理财/v(动词),57,49,112,29,36,0.05478098,3.00074525755672,2.40122448233548,1
交通肇事,交通/n(名词) 肇事/vn(其他),992,15,618,1,10,NULL,0.693147180559945,0,1
健康及社会服务,健康/an(其他) 及/c(连词) 社会/n(名词) 服务/vn(其他),4213,1,3891,NULL,NULL,NULL,NULL,NULL,1
活动策划,活动/vn(其他) 策划/vn(其他),346,3098,946,827,1625,0.138204582,5.08318979086612,4.65084151174525,0
多功能茶几,多功能/n(名词) 茶几/n(名词),64,67,5,5,10,0.100928578,0.693147180559945,0.693147180559945,1
新奇特,新奇特/n(名词),254,404,1366,304,267,0.015099133,5.07706995892694,4.35185178998536,0
股票资,股票/n(名词) 资/Ng(其他),259,723,NULL,1,31,0.010693263,1.09861228866811,0,1
红筹股,红筹股/n(名词),53,21,36,9,5,0.011748228,2.86523525244884,2.59930192709979,1
黑马涨停,黑马/n(名词) 涨停/v(动词),196,915,397,501,611,0.01037337,4.91832883863754,4.80831397117703,0
进门玄关鞋柜,进门/v(动词) 玄关/n(名词) 鞋柜/n(名词),61,NULL,1,1,2,0.169065161,0,0,1
淘宝彩票,淘宝/n(名词) 彩票/n(名词),127,401,27,59,133,0.011415924,3.55231487201293,2.63970261691899,1
新鲜,新鲜/a(形容词),121,6712,183,316,3412,0.551016294,5.98281569242142,5.05054233162844,1
深圳夜场,深圳/ns(地名) 夜场/n(名词),222,149,285,102,100,0.050393453,3.80641703057323,2.75530815606533,0
美女妹子,美女/n(名词) 妹子/n(名词),545,6309,38,76,196,NULL,4.22414577067518,3.98785479378274,0
计划群,计划/n(名词) 群/Ng(其他),567,10645,234,3327,1226,NULL,7.15435319071764,6.01338416960006,1
手机刷单,手机/n(名词) 刷单/n(名词),88,203,106,76,62,0.127458358,4.24832046384717,3.10854678246613,1
福田皮卡,福田/ns(地名) 皮卡/n(名词),74,15,6,5,6,0.027649902,2.20478541691352,1.6094379124341,1
精油,精油/n(名词),1056,1419,631,407,859,NULL,5.33018830282237,4.42648203952098,0
办大专证,办/v(动词) 大专证/n(名词),74,55,2,1,2,0.189355938,1.09861228866811,0,1
cྉoྉs,cos/nx(其他),113,54,17,22,14,NULL,1.36108682824478,1.27703425946614,1
公卫执考总群,公卫/nr(其他) 执/v(动词) 考/v(动词) 总/b(其他) 群/Ng(其他),53,NULL,1,NULL,NULL,0.210546727,NULL,NULL,1
高额信用卡办理,高额/b(其他) 信用卡/n(名词) 办理/v(动词),246,302,5,4,18,0.009508298,1.33217904021012,1.03972077083992,1
四人牛牛,四人/n(名词) 牛牛/n(名词),52,22,13,2,5,0.192933836,1.33217904021012,0.693147180559945,1
dnf飞机,dnf/nx(其他) 飞机/n(名词),331,812,413,259,231,0.021381324,3.98909373850413,3.23809048387051,0
鬼畜,鬼畜/n(名词),417,1711,979,528,632,NULL,5.99444579120717,5.00962412366963,0
o2o,o2o/nx(其他),584,2136,785,503,982,NULL,6.003121560128,5.56994454620923,0
麦块,麦块/n(名词),174,617,432,293,169,0.164567484,5.47704485631139,3.93303622420144,0
蓝彩,蓝/a(形容词) 彩/Ng(其他),656,156,939,19,10,NULL,3.55819923988556,2.21610224809126,0
战争学院,战争/n(名词) 学院/n(名词),637,3152,1105,1843,954,NULL,5.01369149302377,2.93075025704231,0
攀岩,攀岩/vn(其他),2772,938,2674,241,1260,NULL,5.39681765662075,4.56304381938418,0
职场,职场/n(名词),276,4070,499,817,1891,0.073782188,6.27972205604835,5.60239954987309,0
找回密码,找回/v(动词) 密码/n(名词),123,77,12,9,33,0.291476248,2.34199425223242,1.03972077083992,1
淡定,淡定/a(形容词),155,10378,105,710,1131,0.615414419,6.00154904020823,4.89835460365651,1
君威,君威/n(名词),366,846,248,211,305,0.029372056,5.02195691282882,4.17317281412135,0
ﻑ文ྉ字ྉﻑ,文字/n(名词),61,21,34,NULL,16,NULL,NULL,NULL,1
nba推荐,nba/nx(其他) 推荐/v(动词),439,714,70,295,230,NULL,4.67038901618245,4.37846619898077,0
1977游戏币,1977/m(数词) 游戏币/n(名词),58,2,86,NULL,NULL,0.178009822,NULL,NULL,1
开封,开封/ns(地名),253,9476,719,5265,3693,0.042345014,6.84868658964428,6.52961301518588,0
狐朋狗友,狐朋狗友/i(习语),185,3480,66,323,183,0.46401648,4.70821211495329,3.09104245335831,0
家政服务,家政/n(名词) 服务/vn(其他),171,1333,313,443,651,0.10925728,5.23241209176637,4.94385320477422,0
北京赛车pk10,北京/ns(地名) 赛车/n(名词) pk/nx(其他) 10/m(数词),384,1120,101,160,225,0.021194906,4.09834553374274,3.11098254584177,0
九块九,九块九/n(名词),234,313,458,83,148,0.164567484,4.04441864501166,3.16654366995873,0
夜聊,夜聊/n(名词),142,12547,202,950,167,0.164567484,5.04002715057016,5.40272512164993,1
有趣,有趣/a(形容词),663,17025,695,873,9708,NULL,5.19766775560963,3.8485646993647,1
进口食品,进口/v(动词) 食品/n(名词),177,626,371,463,439,0.019318027,4.84836058492608,4.32737347589931,0
股票规律,股票/n(名词) 规律/n(名词),70,2,112,3,2,0.0178461,1.46481638489081,1.46481638489081,1
伯贤,伯贤/n(名词),237,812,382,179,290,0.164567484,5.07443640642925,3.35423945508997,0
时时彩网赚,时时/d(副词) 彩/Ng(其他) 网赚/n(名词),546,311,62,27,63,NULL,2.6162129648841,1.90615474653985,0
宜宾,宜宾/ns(地名),270,10155,694,7225,4268,0.028468878,6.82427965420386,6.3136526676755,0
排列三,排列三/n(名词),463,2335,357,380,1712,NULL,4.22634261281598,3.27924242565605,0
购物优惠,购物/v(动词) 优惠/vn(其他),219,3313,420,2487,1224,0.018923513,4.73244597345372,4.36502173708048,0
长沙贷款,长沙/ns(地名) 贷款/n(名词),55,91,135,109,72,0.007910598,3.65157210620127,2.95080750384488,1
福彩3d交流,福彩/n(名词) 3d/nz(其他专名) 交流/vn(其他),402,460,236,36,428,0.067690439,3.69266217634791,2.75166661693152,0
罪恶王冠,罪恶/n(名词) 王冠/n(名词),196,362,580,198,142,0.045931034,4.8005104084568,3.4752047713416,0
我爱生活,我/r(代词) 爱生活/n(名词),62,293,8,38,42,0.87203851,3.40707967612635,2.30258509299405,1
闲置,闲置/v(动词),472,8437,1259,2837,5765,NULL,6.09114655396431,5.43546832453457,0
玩家群,玩家/n(名词) 群/Ng(其他),111,9717,208,8112,3364,0.19849065,7.61886152782427,6.52745372860605,1
香港dna验y,香港/ns(地名) dna/nx(其他) 验/v(动词) y/nx(其他),67,NULL,5,NULL,NULL,0.037463347,NULL,NULL,1
广西快三时时彩,广西/ns(地名) 快/a(形容词) 三/m(数词) 时时/d(副词) 彩/Ng(其他),156,1,300,NULL,3,0.116547138,NULL,NULL,1
jnd,jnd/nx(其他),222,1616,528,467,227,0.383173894,5.50450803127543,4.47462091819388,0
工程款,工程款/n(名词),51,655,7,28,320,0.041092706,3.84765253956819,2.75554979066418,1
北汽威旺车友会,北汽/j(简称) 威旺/n(名词) 车友会/n(名词),56,63,5,5,4,0.039132977,1.38629436111989,1.38629436111989,1
广东11选5,广东/ns(地名) 11/m(数词) 选/v(动词) 5/m(数词),2190,1966,406,85,135,NULL,3.72811134515002,3.1170441995524,0
灰色项目,灰色/n(名词) 项目/n(名词),185,265,237,197,361,0.079333322,4.24877584795864,3.26927511669431,0
汽车贷款,汽车/n(名词) 贷款/n(名词),85,247,215,113,214,0.003151637,4.62737292548748,4.24367285195872,1
开心就好！,开心/a(形容词) 就/d(副词) 好/a(形容词) !/w(标点),128,6263,88,186,4124,0.906893665,3.88834734683423,3.15803977521943,1
截止阀厂家,截止阀/n(名词) 厂家/n(名词),53,4,3,1,1,0.034159909,0,0,1
土豪多,土豪/n(名词) 多/m(数词),138,308,370,2,146,0.591360335,1.6094379124341,0.693147180559945,1
股坛马股,股/n(名词) 坛/Ng(其他) 马股/n(名词),66,NULL,NULL,NULL,NULL,0.070335385,NULL,NULL,1
足球高手分析,足球/n(名词) 高手/n(名词) 分析/v(动词),591,555,122,31,5,NULL,1.30206139187297,1.74786809746676,0
糖糖,糖糖/n(名词),259,9721,324,2194,1742,0.330553354,6.25129615340826,5.58071537119252,0
养生保健,养生/vn(其他) 保健/n(名词),201,1584,367,577,793,0.094022231,5.15734492243747,5.0279631118242,0
公务员考考,公务员/n(名词) 考考/v(动词),55,1,NULL,NULL,NULL,0.034332794,NULL,NULL,1
速降,速降/vn(其他),153,320,439,162,508,0.030318215,5.00410130228413,4.24351805300525,0
楼盘,楼盘/n(名词),332,3716,616,797,5436,0.062262689,5.64655640287829,5.24640323457207,0
临沂大学,临沂/ns(地名) 大学/n(名词),161,1435,266,655,527,0.052153761,5.14156581603833,4.38095040677934,0
it技术交流,it/nx(其他) 技术/n(名词) 交流/vn(其他),54,892,102,628,313,0.052079714,4.46716168964318,4.82998176577893,1
奔驰e200,奔驰/n(名词) e/nx(其他) 200/m(数词),58,4,2,2,1,0.116205695,1.90615474653985,1.38629436111989,1
买卖点分析,买卖/v(动词) 点/n(名词) 分析/v(动词),51,17,6,1,7,0.029861743,0.693147180559945,0.693147180559945,1
肾虚,肾虚/v(动词),519,1509,1109,308,670,NULL,4.80973192897857,3.34651624699988,0
网站入侵,网站/n(名词) 入侵/v(动词),91,103,9,1,14,0.066435596,1.09861228866811,0,1
河北贷款,河北/ns(地名) 贷款/n(名词),70,37,216,54,39,0.009897417,3.20555132838436,2.54452173737915,1
时时彩后二,时时/d(副词) 彩后/n(名词) 二/m(数词),114,201,13,19,58,0.63309102,2.63366901733081,1.79175946922805,1
好闺密,好/a(形容词) 闺密/n(名词),57,1306,5,27,26,0.932138525,3.28936352243936,1.09861228866811,1
勋鹿,勋鹿/n(名词),310,798,553,301,261,0.164567484,5.30831200432412,3.46044098075066,0
吃鸡辅助,吃/v(动词) 鸡/n(名词) 辅助/vn(其他),199,1134,613,966,576,0.206197335,4.65232162816533,3.88289701087883,0
视屏,视屏/n(名词),310,2965,355,341,2015,0.068545052,5.49768501192316,4.58655909743831,1
贝贝游戏金币,贝贝/n(名词) 游戏/n(名词) 金币/n(名词),54,NULL,85,NULL,NULL,0.033446868,NULL,NULL,1
成人表演,成/v(动词) /n(名词) 人/n(名词) /n(名词) 表/n(名词) /n(名词) 演/v(动词),117,39,3,1,1,0.144036987,0,0,1
微博软件,微博/n(名词) 软件/n(名词),97,3,21,3,1,0.05027659,1.90615474653985,1.09861228866811,1
南宁,南宁/ns(地名),977,24968,3080,23739,12800,NULL,7.32926899764882,7.33170111169578,0
手机轰炸,手机/n(名词) 轰炸/v(动词),401,250,47,27,35,NULL,3.25561136105566,1.66295046658821,0
皇冠现金网,皇冠/n(名词) 现金/n(名词) 网/n(名词),571,456,108,16,34,NULL,2.19722457733622,1.79175946922805,0
售楼处,售楼处/n(名词),348,428,934,31,396,0.096100534,4.22881065459077,3.37909250522973,1
饮食胎教,饮食/n(名词) 胎教/n(名词),89,62,19,NULL,12,0.050155873,NULL,NULL,1
移动流量,移动/vn(其他) 流量/n(名词),177,1097,367,1172,681,0.124082185,4.45749101292524,3.65409509314585,0
小叶紫檀,小叶/nr(其他) 紫檀/n(名词),936,582,839,337,685,NULL,3.93141454097233,3.41782031552911,0
搞siao,搞/v(动词) siao/nx(其他),55,155,23,5,11,0.401546907,2.4410152780267,0,1
健康,健康/ad(其他),7905,170999,11725,19476,114937,NULL,7.1691097670733,6.48850317117337,0
日用品票,日用品/n(名词) 票/n(名词),51,12,NULL,NULL,NULL,0.02599925,NULL,NULL,1
税务师,税务师/n(名词),531,703,819,694,645,NULL,4.72930240142367,3.68363624860093,0
深圳婚恋,深圳/ns(地名) 婚恋/n(名词),224,10,261,18,3,0.019366741,2.25498731843519,2.04319187054512,0
天猫创业,天猫/n(名词) 创业/vn(其他),52,26,89,NULL,3,0.017543122,NULL,NULL,1
网购省钱,网购/n(名词) 省钱/a(形容词),172,3615,377,2673,901,0.027777562,4.18980053806194,2.85012113079445,0
马天宇,马天宇/n(名词),213,822,480,431,462,0.137439422,4.99765130500766,3.21011410230269,0
南方,南方/f(方位词),63,16037,117,4336,2779,0.276552668,7.11453031543455,6.74932339903716,1
色斑,色斑/n(名词),54,213,62,7,89,0.103672893,2.98296502921777,2.19722457733622,1
跑跑卡丁车,跑跑卡丁车/nz(其他专名),284,4005,688,379,426,0.19757126,4.78872087818114,3.9677943794372,0
灌水,灌水/v(动词),215,6691,388,572,4395,0.403679397,5.71547962638636,5.52822201219556,1
民间贷款,民间/n(名词) 贷款/n(名词),94,79,157,47,84,0.010751038,3.8834222048157,3.50097931354348,1
餐饮票,餐饮/n(名词) 票/n(名词),257,1006,23,10,21,0.043641131,2.46450777929904,2.29311860148681,0
开黑群,开黑/n(名词) 群/Ng(其他),287,48872,855,24647,9902,0.15970798,6.61327708319313,4.97105303107349,0
休闲，娱乐,"休闲/v(动词) ,/w(标点) 娱乐/vn(其他)",140,1933,260,141,2482,0.364898419,3.52604671465664,3.50328488571777,1
中长线,中长线/j(简称),461,1164,480,128,1048,NULL,4.52649498867492,4.13590210220875,0
百云盘,/n(名词) 百/m(数词) /n(名词) 云/n(名词) /n(名词) 盘/Ng(其他),100,NULL,NULL,NULL,NULL,0.300499374,NULL,NULL,1
材料,材料/n(名词),4944,40158,9201,9028,19868,NULL,7.1107440618865,6.27366956124591,1
慈善,慈善/a(形容词),514,4171,921,1235,1769,NULL,6.12595639123923,5.02794053959206,0
优衣库,优衣库/nz(其他专名),56,744,64,176,85,0.045179953,5.09374803714659,3.67801697989265,1
淘宝远程单,淘宝/n(名词) 远程/b(其他) 单/b(其他),265,95,249,84,71,0.150677128,2.98696186552039,1.90728399932138,0
淘宝推广,淘宝/n(名词) 推广/v(动词),514,871,1073,390,457,NULL,4.67391620546961,4.23785191700269,0
伙计,伙计/n(名词),246,8947,85,575,1384,0.365832005,5.45304696783541,4.8229938083667,1
减压,减压/v(动词),2908,2129,2640,373,1733,NULL,5.4522228067106,4.76484250370614,0
玫瑰精油护肤,玫瑰/n(名词) 精油/n(名词) 护肤/v(动词),50,3,NULL,NULL,1,0.007995504,NULL,NULL,1
打底裤货源批发,打底裤/n(名词) 货源/n(名词) 批发/vn(其他),54,59,1,2,NULL,0.007804538,0,0,1
东亚,东亚/ns(地名),414,849,463,227,194,NULL,5.4970442512707,4.89738878355256,0
上古世纪,上古/t(时间词) 世纪/n(名词),213,889,374,298,362,0.214169791,5.32157695748671,3.92797938036044,0
努面人才,努/v(动词) 面/n(名词) 人才/n(名词),394,1042,953,3,2613,NULL,1.31078367809971,1.01140426470735,1
占卜,占卜/v(动词),289,1780,819,633,1033,0.147916305,5.32752459491709,3.74670804452872,0
皮卡交流群,皮卡/n(名词) 交流/vn(其他) 群/Ng(其他),74,43,2,21,8,0.124551523,2.99776656538062,1.97300140639361,1
1908游戏币,1908/m(数词) 游戏币/n(名词),55,1,85,NULL,NULL,0.201474807,NULL,NULL,1
招待费票地税票,招待费/n(名词) 票/n(名词) 地/u(助词) 税票/n(名词),201,27,NULL,NULL,NULL,0.061869418,NULL,NULL,1
