tag,词性,label,remove
毽球,毽球/n(名词),sin_ver_nou_del_type,0
忻州,忻州/ns(地名),sin_ns_type,0
穿越小说,穿越/v(动词) 小说/n(名词),com_del_type,0
一元秒杀,一元/b(其他) 秒杀/n(名词),com_del_type,0
捷豹车友会,捷豹/n(名词) 车友会/n(名词),com_del_type,0
放肆,放肆/a(形容词),val_eval_type,1
挖掘机设备,挖掘机/n(名词) 设备/n(名词),com_del_type,0
高逼格,高/a(形容词) 逼格/n(名词),com_del_type,0
种菜,种菜/v(动词),sin_ver_nou_del_type,0
健身器材出售,健身/vn(其他) 器材/n(名词) 出售/v(动词),com_del_type,0
日语翻译,日语/n(名词) 翻译/n(名词),com_del_type,0
游戏竞技,游戏/n(名词) 竞技/vn(其他),com_del_type,0
朋友兄弟,朋友/n(名词) 兄弟/n(名词),val_eval_type,1
POPPING,popping/nx(其他),sin_nx_type,0
嘉定,嘉定/ns(地名),sin_ns_type,0
酷狗音乐,酷狗/n(名词) 音乐/n(名词),com_del_type,0
叶修,叶修/nr(其他),sin_nr_type,0
中华H220,中华/nz(其他专名) h/nx(其他) 220/m(数词),com_del_type,0
北京找美女保建,北京/ns(地名) 找/v(动词) 美女/n(名词) 保建/n(名词),porn_type,1
字母,字母/n(名词),sin_ver_nou_del_type,0
鸿丰金业,鸿丰/n(名词) 金业/n(名词),com_del_type,0
香港公司注册,香港/ns(地名) 公司/n(名词) 注册/vn(其他),com_del_type,0
古剑,古剑/n(名词),sin_ver_nou_del_type,0
信誉接单,信誉/n(名词) 接单/n(名词),com_del_type,0
上涨,上涨/v(动词),sin_ver_nou_del_type,0
鸡尾酒,鸡尾酒/n(名词),sin_ver_nou_del_type,0
欧亿娱乐,欧亿/n(名词) 娱乐/vn(其他),com_del_type,0
宝妈购物,宝妈/n(名词) 购物/vn(其他),com_del_type,0
自由恋爱,自由/ad(其他) 恋爱/v(动词),com_del_type,0
健身器材,健身/vn(其他) 器材/n(名词),com_del_type,0
黑木耳性鲍鱼黄,黑木耳/n(名词) 性/Ng(其他) 鲍鱼/n(名词) 黄/a(形容词),com_del_type,0
名表,名表/n(名词),sin_ver_nou_del_type,0
CLA,cla/nx(其他),val_eval_type,1
赛车计划,赛车/n(名词) 计划/n(名词),com_del_type,0
葡萄酒批发,葡萄酒/n(名词) 批发/vn(其他),com_del_type,0
松原,松原/ns(地名),sin_ns_type,0
ZN,zn/nx(其他),val_eval_type,1
菲翔,菲翔/n(名词),sin_ver_nou_del_type,0
DNF辅助群,dnf/nx(其他) 辅助/vn(其他) 群/Ng(其他),com_del_type,0
徒步旅行,徒步/d(副词) 旅行/v(动词),com_del_type,0
综合格斗,综合/v(动词) 格斗/v(动词),com_del_type,0
跨6,跨/v(动词) 6/m(数词),com_del_type,0
环境保护,环境/n(名词) 保护/vn(其他),com_del_type,0
无聊群,无聊/a(形容词) 群/Ng(其他),val_eval_type,1
迪士尼,迪士尼/n(名词),sin_ver_nou_del_type,0
士兵,士兵/n(名词),sin_ver_nou_del_type,0
报销,报销/v(动词),sin_ver_nou_del_type,0
黄老师,黄老师/n(名词),sin_ver_nou_del_type,0
云南大学,云南/ns(地名) 大学/n(名词),com_del_type,0
电影种子,电影/n(名词) 种子/n(名词),com_del_type,0
吉他教学,吉他/n(名词) 教学/n(名词),com_del_type,0
股票知识,股票/n(名词) 知识/n(名词),com_del_type,0
娱乐至上,娱乐/v(动词) 至上/v(动词),com_del_type,0
爆枪英雄,爆枪/n(名词) 英雄/n(名词),com_del_type,0
微信小视频,微信/n(名词) 小/a(形容词) 视频/n(名词),com_del_type,0
房地产开发商,房地产/n(名词) 开发商/n(名词),com_del_type,0
PK10计划群,pk/nx(其他) 10/m(数词) 计划/n(名词) 群/Ng(其他),com_del_type,0
推销,推销/v(动词),sin_ver_nou_del_type,0
减肥代理,减肥/vn(其他) 代理/vn(其他),com_del_type,0
上菛V杏185-19537838,上/f(方位词) 菛/n(名词) v/nx(其他) 杏/Ng(其他) 185-19537838/nx(其他),porn_type,1
投资新股,投资/v(动词) 新股/n(名词),com_del_type,0
5G5,5g5/nx(其他),sin_nx_type,0
绣花,绣花/v(动词),sin_ver_nou_del_type,0
CX-5,cx-5/nx(其他),sin_nx_type,0
賣卡,卖/v(动词) 卡/n(名词),com_del_type,0
三维,三维/m(数词),numeric_type,1
773348,773348/m(数词),numeric_type,1
新乡团购,新乡/ns(地名) 团购/n(名词),com_del_type,0
揽胜,揽胜/v(动词),sin_ver_nou_del_type,0
时时彩定胆,时时/d(副词) 彩/Ng(其他) 定胆/n(名词),com_del_type,0
淘宝免单群,淘宝/n(名词) 免/v(动词) 单群/n(名词),com_del_type,0
互评,互评/v(动词),sin_ver_nou_del_type,0
大学生就业,大学生/n(名词) 就业/v(动词),com_del_type,0
大话西游手游,大话/n(名词) 西游/nz(其他专名) 手游/n(名词),com_del_type,0
林州,林州/ns(地名),sin_ns_type,0
淘宝卖家互刷,淘宝/n(名词) 卖家/n(名词) 互刷/n(名词),val_eval_type,1
大玩家平台时时彩,大/a(形容词) 玩家/n(名词) 平台/n(名词) 时时/d(副词) 彩/Ng(其他),com_del_type,0
LOL雄联盟,lol/nx(其他) 雄/b(其他) 联盟/n(名词),com_del_type,0
淘宝互刷4,淘宝/n(名词) 互刷/n(名词) 4/m(数词),val_eval_type,1
工艺礼品,工艺/n(名词) 礼品/n(名词),com_del_type,0
中短线,中短线/j(简称),sin_other_save_type,0
老师指导,老师/n(名词) 指导/vn(其他),com_del_type,0
U盘,u盘/n(名词),sin_ver_nou_del_type,0
天龙八部手游,天龙八部/nz(其他专名) 手游/n(名词),com_del_type,0
李小龙,李小龙/n(名词),sin_ver_nou_del_type,0
游戏试玩,游戏/n(名词) 试玩/n(名词),com_del_type,0
长春找美女,长春/ns(地名) 找/v(动词) 美女/n(名词),porn_type,1
同业往来,同业/n(名词) 往来/vn(其他),com_del_type,0
老少,老少/n(名词),sin_ver_nou_del_type,0
三菱俱乐部,三菱/n(名词) 俱乐部/n(名词),com_del_type,0
口译,口译/v(动词),sin_ver_nou_del_type,0
杭州购房,杭州/ns(地名) 购房/v(动词),com_del_type,0
淘宝店主,淘宝/n(名词) 店主/n(名词),com_del_type,0
理论经济学,理论/n(名词) 经济学/n(名词),com_del_type,0
越野车,越野车/n(名词),sin_ver_nou_del_type,0
写字,写字/v(动词),sin_ver_nou_del_type,0
秒刷,秒/q(量词) 刷/v(动词),com_del_type,0
新余,新余/ns(地名),sin_ns_type,0
刺客,刺客/n(名词),sin_ver_nou_del_type,0
三国志,三国志/n(名词),sin_ver_nou_del_type,0
手机拦截马,手机/n(名词) 拦截/v(动词) 马/n(名词),com_del_type,0
吃喝玩,吃喝/v(动词) 玩/v(动词),com_del_type,0
汽车音响,汽车/n(名词) 音响/n(名词),com_del_type,0
材料科学与工程,材料/n(名词) 科学/n(名词) 与/c(连词) 工程/n(名词),com_del_type,0
SINGER,singer/nx(其他),sin_nx_type,0
重庆贷款,重庆/ns(地名) 贷款/n(名词),com_del_type,0
代刷网,代刷/n(名词) 网/n(名词),com_del_type,0
柳岩,柳岩/n(名词),sin_ver_nou_del_type,0
发红包群,发/v(动词) 红包/n(名词) 群/Ng(其他),com_del_type,0
求生,求生/v(动词),sin_ver_nou_del_type,0
爱慕,爱慕/v(动词),sin_ver_nou_del_type,0
极品,极品/n(名词),sin_ver_nou_del_type,0
江湖斗,江湖/n(名词) 斗/v(动词),com_del_type,0
姐妹团,姐妹团/n(名词),val_eval_type,1
11111111,11111111/m(数词),numeric_type,1
古微,古微/n(名词),sin_ver_nou_del_type,0
视频会员,视频/n(名词) 会员/n(名词),com_del_type,0
饼干,饼干/n(名词),sin_ver_nou_del_type,0
喷漆,喷漆/v(动词),sin_ver_nou_del_type,0
PC28,pc/nx(其他) 28/m(数词),com_del_type,0
中南财经政法大学,中南/ns(地名) 财经/n(名词) 政法/n(名词) 大学/n(名词),com_del_type,0
视频群,视频/n(名词) 群/Ng(其他),com_del_type,0
仙桃,仙桃/ns(地名),sin_ns_type,0
动漫设计培训,动漫/n(名词) 设计/vn(其他) 培训/vn(其他),com_del_type,0
公积金贷款购房,公积金/n(名词) 贷款/vn(其他) 购房/vn(其他),com_del_type,0
资金周转,资金/n(名词) 周转/vn(其他),com_del_type,0
TAYLOR SWIFT,taylor/nx(其他) /w(标点) swift/nx(其他),com_del_type,0
运动减肥,运动/n(名词) 减肥/vn(其他),com_del_type,0
公积金贷款,公积金/n(名词) 贷款/n(名词),com_del_type,0
永川,永川/ns(地名),sin_ns_type,0
乳腺增生,乳腺/n(名词) 增生/v(动词),com_del_type,0
缩阴产品,缩阴/v(动词) 产品/n(名词),com_del_type,0
超神学院,超/v(动词) 神学院/n(名词),com_del_type,0
济南大学,济南/ns(地名) 大学/n(名词),com_del_type,0
家居用品,家居/n(名词) 用品/n(名词),com_del_type,0
P,p/nx(其他),val_eval_type,1
下沙,下沙/ns(地名),sin_ns_type,0
曲靖,曲靖/ns(地名),sin_ns_type,0
轩辕剑,轩辕剑/n(名词),sin_ver_nou_del_type,0
笑话大全,笑话/n(名词) 大全/n(名词),com_del_type,0
秘密花园,秘密/a(形容词) 花园/n(名词),com_del_type,0
小饭桌,小/a(形容词) 饭桌/n(名词),com_del_type,0
兄弟情谊,兄弟/n(名词) 情谊/n(名词),val_eval_type,1
博白,博白/nz(其他专名),sin_nz_type,0
高级经济师,高级/a(形容词) 经济师/n(名词),com_del_type,0
班服,班服/n(名词),sin_ver_nou_del_type,0
教育交流,教育/vn(其他) 交流/vn(其他),com_del_type,0
园林设计,园林/n(名词) 设计/vn(其他),com_del_type,0
足球球,足球/n(名词) 球/n(名词),com_del_type,0
同城ONS,同城/n(名词) ons/nx(其他),val_eval_type,1
题库,题库/n(名词),sin_ver_nou_del_type,0
中华豚,中华/nz(其他专名) 豚/Ng(其他),com_del_type,0
三高,三高/n(名词),sin_ver_nou_del_type,0
萌萌的,萌萌/nr(其他) 的/u(助词),com_del_type,0
北京找美女SM保健,北京/ns(地名) 找/v(动词) 美女/n(名词) sm/nx(其他) 保健/n(名词),porn_type,1
话18501397898,话/n(名词) 18501397898/m(数词),porn_type,1
二期,二期/b(其他),sin_other_save_type,0
渲染,渲染/v(动词),sin_ver_nou_del_type,0
LL,ll/nx(其他),val_eval_type,1
QQ群号,qq群/nz(其他专名) 号/n(名词),val_eval_type,1
新蒙迪欧,新/a(形容词) 蒙迪欧/nz(其他专名),com_del_type,0
玛咖,玛咖/n(名词),sin_ver_nou_del_type,0
找美女市,找/v(动词) 美女/n(名词) 市/n(名词),porn_type,1
分红,分红/v(动词),sin_ver_nou_del_type,0
安,安/j(简称),sin_other_remove_type,1
视频资源,视频/n(名词) 资源/n(名词),val_eval_type,1
大兴,大兴/ns(地名),sin_ns_type,0
电路,电路/n(名词),sin_ver_nou_del_type,0
马自达CX-5,马自达/n(名词) cx-5/nx(其他),com_del_type,0
一日游,一日游/n(名词),sin_ver_nou_del_type,0
绿地,绿地/n(名词),sin_ver_nou_del_type,0
一起成长,一起/d(副词) 成长/v(动词),val_eval_type,1
室内设计师,室内/s(处所词) 设计师/n(名词),com_del_type,0
婚姻咨询,婚姻/n(名词) 咨询/vn(其他),com_del_type,0
说走就走,说/v(动词) 走/v(动词) 就/d(副词) 走/v(动词),com_del_type,0
好评,好评/n(名词),sin_ver_nou_del_type,0
微交易喊单群,微交易/n(名词) 喊/v(动词) 单群/n(名词),com_del_type,0
丹道,丹道/n(名词),sin_ver_nou_del_type,0
会计从业资格考试,会计/n(名词) 从业/vn(其他) 资格/n(名词) 考试/vn(其他),com_del_type,0
鼠标,鼠标/n(名词),sin_ver_nou_del_type,0
手工皂,手工皂/n(名词),sin_ver_nou_del_type,0
邻里,邻里/n(名词),sin_ver_nou_del_type,0
┏^ω^)=☞,┏/n(名词) ^/w(标点) ω/n(名词) ^/w(标点) )/w(标点) =/w(标点),punctuation_type,1
━,━/n(名词),sin_ver_nou_special_type,1
无本创业交流,无/v(动词) 本/r(代词) 创业/vn(其他) 交流/vn(其他),com_del_type,0
重庆时时彩5,重庆/ns(地名) 时时/d(副词) 彩/Ng(其他) 5/m(数词),com_del_type,0
萌娃,萌娃/n(名词),sin_ver_nou_del_type,0
旅游休闲,旅游/vn(其他) 休闲/vn(其他),com_del_type,0
足綵,足/a(形容词) /n(名词) 彩/Ng(其他),com_del_type,0
GQV#AF,gqv/nx(其他) #/w(标点) af/nx(其他),com_del_type,0
纯爱,纯爱/n(名词),sin_ver_nou_del_type,0
打,打/v(动词),val_eval_type,1
特色地摊小吃,特色/n(名词) 地摊/n(名词) 小吃/n(名词),com_del_type,0
创想兵团,创想/nz(其他专名) 兵团/n(名词),com_del_type,0
北京单身,北京/ns(地名) 单身/n(名词),com_del_type,0
乖乖,乖乖/d(副词),sin_other_remove_type,1
吊,吊/v(动词),val_eval_type,1
笔记本维修,笔记本/n(名词) 维修/vn(其他),com_del_type,0
前卫,前卫/nz(其他专名),sin_nz_type,0
虚拟充值,虚拟/v(动词) 充值/v(动词),com_del_type,0
王牌战士,王牌/n(名词) 战士/n(名词),com_del_type,0
民间贷款,民间/n(名词) 贷款/n(名词),com_del_type,0
电话131-2263-6379,电话/n(名词) 131-2263-6379/nx(其他),val_eval_type,1
赛ྉ车ྉ群,赛车/n(名词) 群/Ng(其他),com_del_type,0
减肥药,减肥药/n(名词),sin_ver_nou_del_type,0
金牛,金牛/n(名词),sin_ver_nou_del_type,0
网易彩票,网易/n(名词) 彩票/n(名词),com_del_type,0
SWITCH,switch/nx(其他),sin_nx_type,0
海纳百川,海纳百川/l(其他),sin_other_save_type,0
QQ:1213108068,qq/n(名词) :/w(标点) 1213108068/m(数词),porn_type,1
人流,人流/n(名词),sin_ver_nou_del_type,0
绅宝D70,绅宝/nz(其他专名) d70/nx(其他),com_del_type,0
绅宝D20,绅宝/nz(其他专名) d20/nx(其他),com_del_type,0
免费指导,免费/vd(趋向动词) 指导/v(动词),com_del_type,0
文玩交流,文玩/n(名词) 交流/vn(其他),com_del_type,0
77,77/m(数词),numeric_type,1
鬼火,鬼火/n(名词),sin_ver_nou_del_type,0
电话188-2330-2727,电话/n(名词) 188-2330-2727/nx(其他),val_eval_type,1
妹妹交友,妹妹/n(名词) 交友/v(动词),val_eval_type,1
骑友,骑/v(动词) 友/Ng(其他),com_del_type,0
618,618/m(数词),numeric_type,1
云南旅游,云南/ns(地名) 旅游/vn(其他),com_del_type,0
移门,移门/n(名词),sin_ver_nou_del_type,0
啦啦啦啦啦啦啦,啦啦啦/n(名词) 啦啦啦/n(名词) 啦/y(语气助词),val_eval_type,1
佣金单,佣金/n(名词) 单/d(副词),com_del_type,0
河南理工大学,河南/ns(地名) 理工大学/n(名词),com_del_type,0
看,看/v(动词),val_eval_type,1
十一班,十一/t(时间词) 班/n(名词),val_num_time_type,1
炒原油,炒/v(动词) 原油/n(名词),com_del_type,0
开地税票,开/v(动词) 地/u(助词) 税票/n(名词),com_del_type,0
诊所,诊所/n(名词),sin_ver_nou_del_type,0
离别,离别/v(动词),sin_ver_nou_del_type,0
找男朋友,找/v(动词) 男朋友/n(名词),val_eval_type,1
开心一刻,开心/a(形容词) 一刻/m(数词),com_del_type,0
NLP,nlp/nx(其他),sin_nx_type,0
开关电源24元/台,开关/n(名词) 电源/n(名词) 24/m(数词) 元/q(量词) //w(标点) 台/j(简称),com_del_type,0
解析,解析/v(动词),sin_ver_nou_del_type,0
现货黄金白银,现货/n(名词) 黄金/n(名词) 白银/n(名词),com_del_type,0
～,～/w(标点),punctuation_type,1
金太阳,金太阳/nz(其他专名),sin_nz_type,0
益盟好股,益盟/nz(其他专名) 好/a(形容词) 股/n(名词),com_del_type,0
2015年,2015年/t(时间词),val_num_time_type,1
洗衣机,洗衣机/n(名词),sin_ver_nou_del_type,0
群发软件,群发/vn(其他) 软件/n(名词),com_del_type,0
途观交流群,途观/nz(其他专名) 交流/vn(其他) 群/Ng(其他),com_del_type,0
EXPERIENCE,experience/nx(其他),sin_nx_type,0
做生意,做/v(动词) 生意/n(名词),com_del_type,0
快速贷款,快速/b(其他) 贷款/n(名词),com_del_type,0
GOSSIP,gossip/nx(其他),sin_nx_type,0
同城拼车,同城/n(名词) 拼车/v(动词),val_eval_type,1
AAA,aaa/nx(其他),val_eval_type,1
为梦想奋斗,为/p(介词) 梦想/n(名词) 奋斗/v(动词),com_del_type,0
弟子规,弟子规/n(名词),sin_ver_nou_del_type,0
兄弟帮,兄弟帮/n(名词),sin_ver_nou_del_type,0
北京贷款,北京/ns(地名) 贷款/n(名词),com_del_type,0
公务员考试交流,公务员/n(名词) 考试/vn(其他) 交流/vn(其他),com_del_type,0
S388110,s/nx(其他) 388110/m(数词),porn_type,1
社团部,社团部/n(名词),val_eval_type,0
厂家批发群,厂家/n(名词) 批发/vn(其他) 群/Ng(其他),com_del_type,0
中西医助理医考试,中西医/n(名词) 助理/n(名词) 医/Ng(其他) 考试/v(动词),com_del_type,0
大盘解读,大盘/n(名词) 解读/v(动词),com_del_type,0
西安同城,西安/ns(地名) 同城/n(名词),val_eval_type,1
民族学,民族学/n(名词),sin_ver_nou_del_type,0
桑塔纳车友会,桑塔纳/nz(其他专名) 车友会/n(名词),com_del_type,0
商务车,商务车/n(名词),sin_ver_nou_del_type,0
磨颧骨,磨/v(动词) 颧骨/n(名词),com_del_type,0
上海找妹妹保健,上海/ns(地名) 找/v(动词) 妹妹/n(名词) 保健/n(名词),porn_type,1
户外休闲,户外/s(处所词) 休闲/v(动词),com_del_type,0
牛奶,牛奶/n(名词),sin_ver_nou_del_type,0
东风,东风/n(名词),sin_ver_nou_del_type,0
报税,报税/v(动词),sin_ver_nou_del_type,0
台式电脑,台式/b(其他) 电脑/n(名词),com_del_type,0
软件共享,软件/n(名词) 共享/v(动词),com_del_type,0
路人,路人/n(名词),val_eval_type,1
美女出台美女交友,美女/n(名词) 出台/v(动词) 美女/n(名词) 交友/v(动词),porn_type,1
彩绘,彩绘/n(名词),sin_ver_nou_del_type,0
Q3014144407,q/nx(其他) 3014144407/m(数词),porn_type,1
微信平台,微信/n(名词) 平台/n(名词),com_del_type,0
华誉环亚,华誉环/nr(其他) 亚/j(简称),com_del_type,0
干货分享,干货/n(名词) 分享/v(动词),com_del_type,0
2011,2011/m(数词),numeric_type,1
全职猎人,全职/b(其他) 猎人/n(名词),com_del_type,0
江西股票,江西/ns(地名) 股票/n(名词),com_del_type,0
草根,草根/n(名词),sin_ver_nou_del_type,0
狗友,狗友/n(名词),sin_ver_nou_del_type,0
王祖蓝,王祖蓝/nr(其他),sin_nr_type,0
农机,农机/n(名词),sin_ver_nou_del_type,0
球阀,球阀/n(名词),sin_ver_nou_del_type,0
学术讨论,学术/n(名词) 讨论/v(动词),com_del_type,0
海马俱乐部,海马/n(名词) 俱乐部/n(名词),com_del_type,0
任务群,任务/n(名词) 群/Ng(其他),com_del_type,0
军队,军队/n(名词),sin_ver_nou_del_type,0
梅甘娜,梅甘娜/nr(其他),sin_nr_type,0
卡缤,卡缤/n(名词),sin_ver_nou_del_type,0
淘宝购物秒杀群,淘宝/n(名词) 购物/vn(其他) 秒杀/n(名词) 群/Ng(其他),com_del_type,0
实名真实业主群,实名/n(名词) 真实/a(形容词) 业主/n(名词) 群/Ng(其他),com_del_type,0
雕刻机,雕刻机/n(名词),sin_ver_nou_del_type,0
亲子装,亲子装/n(名词),sin_ver_nou_del_type,0
沉迷学习,沉迷/v(动词) 学习/v(动词),com_del_type,0
一建考试,一建/n(名词) 考试/vn(其他),com_del_type,0
烟酒,烟酒/n(名词),sin_ver_nou_del_type,0
美淘,美淘/n(名词),sin_ver_nou_del_type,0
小马,小马/n(名词),sin_ver_nou_del_type,0
电玩城,电玩城/n(名词),sin_ver_nou_del_type,0
算卦,算卦/v(动词),sin_ver_nou_del_type,0
圈圈,圈圈/n(名词),sin_ver_nou_del_type,0
期货喊单,期货/n(名词) 喊/v(动词) 单/b(其他),com_del_type,0
大臣,大臣/n(名词),sin_ver_nou_del_type,0
快乐人生,快乐/a(形容词) 人生/n(名词),com_del_type,0
港澳,港澳/n(名词),sin_ver_nou_del_type,0
DS,ds/nx(其他),val_eval_type,1
天门,天门/ns(地名),sin_ns_type,0
晓,晓/Tg(其他),sin_other_remove_type,1
电脑系统,电脑/n(名词) 系统/n(名词),com_del_type,0
分群,分群/v(动词),val_eval_type,1
太原理工大学,太原/ns(地名) 理工大学/n(名词),com_del_type,0
古惑仔,古惑仔/n(名词),sin_ver_nou_del_type,0
开FA票可验Q312117791,开/v(动词) fa/nx(其他) 票/n(名词) 可/v(动词) 验/v(动词) q/nx(其他) 312117791/m(数词),porn_type,1
修身,修身/v(动词),sin_ver_nou_del_type,0
即热式开水器,即热式/n(名词) 开水器/n(名词),com_del_type,0
伊兰特,伊兰特/nz(其他专名),sin_nz_type,0
上善若水,上善/n(名词) 若水/n(名词),com_del_type,0
教材,教材/n(名词),sin_ver_nou_del_type,0
时时彩稳赚计划,时时/d(副词) /n(名词) 彩/Ng(其他) 稳赚/n(名词) 计划/n(名词),com_del_type,0
关键词优化,关键词/n(名词) 优化/v(动词),com_del_type,0
贵宾犬,贵宾犬/n(名词),sin_ver_nou_del_type,0
爱EXO,爱/v(动词) exo/nx(其他),porn_type,1
日本化妆品,日本/ns(地名) 化妆品/n(名词),com_del_type,0
休闲游戏,休闲/v(动词) 游戏/n(名词),com_del_type,0
探讨人生,探讨/v(动词) 人生/n(名词),val_eval_type,1
黑客总部,黑客/n(名词) 总部/n(名词),com_del_type,0
南京兼职,南京/ns(地名) 兼职/v(动词),com_del_type,0
苏州市,苏州市/ns(地名),sin_ns_type,0
全天计划,全天/t(时间词) 计划/n(名词),com_del_type,0
疾病,疾病/n(名词),sin_ver_nou_del_type,0
刷会员,刷/v(动词) 会员/n(名词),com_del_type,0
木有,木有/n(名词),sin_ver_nou_del_type,0
聚,聚/v(动词),val_eval_type,1
天津市,天津市/ns(地名),sin_ns_type,0
伯爵,伯爵/n(名词),sin_ver_nou_del_type,0
机会,机会/n(名词),val_eval_type,1
概念股,概念股/n(名词),sin_ver_nou_del_type,0
智能手环,智能/n(名词) 手环/n(名词),com_del_type,0
喊单群,喊/v(动词) 单群/n(名词),com_del_type,0
FANS,fans/nx(其他),sin_nx_type,0
数控车床,数控/n(名词) 车床/n(名词),com_del_type,0
学生社团,学生/n(名词) 社团/n(名词),com_del_type,0
中信证券,中信/n(名词) 证券/n(名词),com_del_type,0
安全银行卡,安全/a(形容词) 银行卡/n(名词),com_del_type,0
情歌,情歌/n(名词),sin_ver_nou_del_type,0
天上人間,天/n(名词) /n(名词) 上/f(方位词) /n(名词) 人/n(名词) /n(名词) 间/f(方位词),com_del_type,0
蒲公英微校园,蒲公英/n(名词) 微/Ag(其他) 校园/n(名词),com_del_type,0
技术员,技术员/n(名词),sin_ver_nou_del_type,0
爱动物,爱/v(动词) 动物/n(名词),com_del_type,0
雅安,雅安/ns(地名),sin_ns_type,0
唯我独尊,唯我独尊/i(习语),sin_other_save_type,0
定州,定州/ns(地名),sin_ns_type,0
华东一区,华东/ns(地名) 一/m(数词) 区/n(名词),com_del_type,0
防城港,防城港/ns(地名),sin_ns_type,0
柬埔寨,柬埔寨/ns(地名),sin_ns_type,0
点点滴滴,点点滴滴/n(名词),val_eval_type,1
胃癌,胃癌/n(名词),sin_ver_nou_del_type,0
儿童学习机,儿童/n(名词) 学习机/n(名词),com_del_type,0
影视传媒,影视/b(其他) 传媒/n(名词),com_del_type,0
1234567,1234567/m(数词),numeric_type,1
正规群,正规/a(形容词) 群/Ng(其他),com_del_type,0
北京找特殊服务,北京/ns(地名) 找/v(动词) 特殊/a(形容词) 服务/vn(其他),porn_type,1
号码,号码/n(名词),val_eval_type,1
厚德载物,厚德载物/i(习语),sin_other_save_type,0
芯片,芯片/n(名词),sin_ver_nou_del_type,0
情话,情话/n(名词),sin_ver_nou_del_type,0
淘宝加盟,淘宝/n(名词) 加盟/v(动词),com_del_type,0
代写毕业论文,代写/n(名词) 毕业/v(动词) 论文/n(名词),com_del_type,0
五十铃,五十铃/nz(其他专名),sin_nz_type,0
你若安好便是晴天,你/r(代词) 若/c(连词) 安好/a(形容词) 便是/v(动词) 晴天/n(名词),com_del_type,0
量柱,量柱/n(名词),sin_ver_nou_del_type,0
NZ,nz/nx(其他),val_eval_type,1
铝合金门窗,铝合金/n(名词) 门窗/n(名词),com_del_type,0
硬盘,硬盘/n(名词),sin_ver_nou_del_type,0
腰痛,腰痛/n(名词),sin_ver_nou_del_type,0
尿毒症,尿毒症/n(名词),sin_ver_nou_del_type,0
免费学习,免费/vd(趋向动词) 学习/v(动词),com_del_type,0
侠岚,侠岚/n(名词),sin_ver_nou_del_type,0
线下,线下/n(名词),sin_ver_nou_del_type,0
装修工,装修工/n(名词),sin_ver_nou_del_type,0
尿不湿,尿不湿/n(名词),sin_ver_nou_del_type,0
露露视频,露露/n(名词) 视频/n(名词),com_del_type,0
金线莲,金线莲/n(名词),sin_ver_nou_del_type,0
塑型,塑型/n(名词),sin_ver_nou_del_type,0
执行力,执行力/n(名词),sin_ver_nou_del_type,0
宣城,宣城/ns(地名),sin_ns_type,0
UNTURNED,unturned/nx(其他),sin_nx_type,0
睡你麻痹起来嗨,睡/v(动词) 你/r(代词) 麻痹/v(动词) 起来/v(动词) 嗨/e(叹词),porn_type,1
起亚K3,起亚/n(名词) k3/nx(其他),com_del_type,0
雅马哈,雅马哈/n(名词),sin_ver_nou_del_type,0
处女,处女/n(名词),sin_ver_nou_del_type,0
UKULELE,ukulele/nx(其他),sin_nx_type,0
70 80 90,70/m(数词) /w(标点) 80/m(数词) /w(标点) 90/m(数词),punctuation_type,1
谈谈,谈谈/v(动词),val_eval_type,1
血管瘤,血管瘤/n(名词),sin_ver_nou_del_type,0
韩国化妆品代购,韩国/ns(地名) 化妆品/n(名词) 代购/v(动词),com_del_type,0
微信公众号开发,微信/n(名词) 公众号/n(名词) 开发/v(动词),com_del_type,0
邮币卡资流,邮币卡/n(名词) 资/j(简称) 流/v(动词),com_del_type,0
切尔西,切尔西/n(名词),sin_ver_nou_del_type,0
节能,节能/v(动词),sin_ver_nou_del_type,0
软件技术,软件/n(名词) 技术/n(名词),com_del_type,0
散户之家,散户/n(名词) 之/u(助词) 家/n(名词),com_del_type,0
红唇,红唇/n(名词),sin_ver_nou_del_type,0
竹笛,竹笛/n(名词),sin_ver_nou_del_type,0
河池,河池/ns(地名),sin_ns_type,0
亚冠,亚冠/n(名词),sin_ver_nou_del_type,0
你妹,你/r(代词) 妹/n(名词),val_eval_type,1
我的世界工作室,我/r(代词) 的/u(助词) 世界/n(名词) 工作室/n(名词),val_eval_type,1
╮(╯▽╰)╭,╮/n(名词) (/w(标点) ╯/n(名词) ▽/n(名词) ╰/n(名词) )/w(标点) ╭/n(名词),punctuation_type,1
重庆美容,重庆/ns(地名) 美容/vn(其他),com_del_type,0
大叔控,大叔/n(名词) 控/v(动词),com_del_type,0
京东金融红包,京东/ns(地名) 金融/n(名词) 红包/n(名词),com_del_type,0
重庆微整形,重庆/ns(地名) 微整形/n(名词),com_del_type,0
空包单号,空包/n(名词) 单号/n(名词),com_del_type,0
抢红包群,抢/v(动词) 红包/n(名词) 群/Ng(其他),com_del_type,0
西南科技大学,西南/s(处所词) 科技/n(名词) 大学/n(名词),com_del_type,0
未知,未知/v(动词),val_eval_type,1
同学校友,同学/n(名词) 校友/n(名词),val_eval_type,1
人肉,人肉/n(名词),sin_ver_nou_del_type,0
联系QQ：59468520,联系/v(动词) qq/n(名词) :/w(标点) 59468520/m(数词),porn_type,1
广播台,广播台/n(名词),sin_ver_nou_del_type,0
青春永驻,青春/n(名词) 永驻/n(名词),com_del_type,0
