tag,词性,oldtag2count,oldexttag2count,newtag2cout,newtitleexttag2count,newdescexttag2count,classifer,entropy,entropyv2,predicte,pre_label
三好学生,三好/n(名词) 学生/n(名词),129,2543,82,318,186,0.398460871,4.478948486,3.529272116,0.496269554,0
淘宝交流群,淘宝/n(名词) 交流/vn(其他) 群/Ng(其他),169,3929,378,1839,385,0.23043629,6.363450709,5.319139666,0.496303193,0
念破,念破/n(名词),100,418,286,275,145,0.164567484,5.937176782,4.749019348,0.496341419,0
恋丝,恋丝/n(名词),84,392,153,269,133,0.164567484,5.238477715,4.179259267,0.496594124,0
东莞装修交流群,东莞/ns(地名) 装修/vn(其他) 交流/vn(其他) 群/Ng(其他),205,53,17,22,1,0.146225613,0.950270539,0,0.496845152,0
斗宫,斗/v(动词) 宫/Ng(其他),76,351,131,106,107,0.382151321,4.367472235,2.814826284,0.497054284,0
教主,教主/n(名词),54,2385,89,514,761,0.314611439,6.032322215,4.961262517,0.497337745,0
亿人娱乐,亿人/n(名词) 娱乐/vn(其他),83,132,99,79,82,0.509780662,3.0731555,2.479955521,0.497637282,0
好项目,好/a(形容词) 项目/n(名词),125,1777,221,445,1822,0.34206204,4.966215283,4.3092405,0.497789317,0
夜猫族,夜猫族/n(名词),60,749,156,382,133,0.164567484,5.271731619,4.131732059,0.497925179,0
uc,uc/nx(其他),128,3490,385,893,1649,0.48461216,5.74615082,4.656648409,0.498330456,0
神人,神人/n(名词),91,2890,60,246,248,0.25251348,5.461884327,4.149716776,0.498498758,0
企业邮箱,企业/n(名词) 邮箱/n(名词),50,337,90,62,160,0.238806818,3.843948201,2.865573351,0.498525329,0
冬令营,冬令营/n(名词),81,1077,127,199,106,0.239652785,5.577725436,4.645835822,0.498644923,0
培训班,培训班/n(名词),1285,25414,1064,5328,3263,,7.54236372,6.874364895,0.498900065,0
奋斗,奋斗/v(动词),5595,112975,4823,9746,27053,,6.391281063,6.394794387,0.498921105,0
战狼,战狼/n(名词),89,18956,157,3737,1081,0.164567484,6.551658849,5.974825951,0.498996745,0
彩虹,彩虹/nz(其他专名),162,36430,315,6995,3337,0.096383605,6.967328364,6.771023649,0.499525529,0
双赢,双赢/vn(其他),77,4505,109,554,5429,0.242379913,5.902462928,5.608124399,0.499628254,0
奢华,奢华/a(形容词),64,3461,56,579,686,0.278344081,5.478968465,4.556791816,0.499761321,0
广告促销礼品,广告/n(名词) 促销/vn(其他) 礼品/n(名词),54,17,27,13,26,0.014249916,2.48436684,1.907283999,0.499766702,0
农场,农场/n(名词),190,14395,466,4925,3709,0.14357715,6.585679008,5.822871923,0.500857632,0
都暻秀,都暻秀/n(名词),283,126,548,43,68,0.164567484,3.925863455,1.973383229,0.501262613,0
战法学习,战法/n(名词) 学习/v(动词),122,15,131,12,19,0.062306411,3.086747918,2.45831133,0.501425571,0
实力喊单,实力/n(名词) 喊/v(动词) 单/b(其他),183,421,532,174,122,0.282733181,1.564118064,0.825010149,0.501760378,0
习惯,习惯/n(名词),72,28602,86,2205,6780,0.350340711,5.48197587,4.527330796,0.501772018,0
版主,版主/n(名词),188,3386,373,796,886,0.255254573,5.535353335,5.762967128,0.502082241,0
云链接,云/j(简称) 链接/v(动词),89,304,155,362,294,0.329283215,3.076558829,2.341828636,0.502112601,0
学生族,学生族/n(名词),71,347,90,30,150,0.245394008,4.042403084,2.772588722,0.502411104,0
1.76精品,1.76/m(数词) 精品/n(名词),55,174,84,44,30,0.312518203,3.484228407,2.552085298,0.502739776,0
非人类,非/j(简称) 人类/n(名词),116,1853,81,493,214,0.32830947,4.179088523,1.781595592,0.502841929,0
狂欢,狂欢/v(动词),220,17982,256,5235,2977,0.163675196,6.426744677,5.85000594,0.502982617,0
感悟,感悟/v(动词),164,6144,233,552,3504,0.276703682,4.883971117,4.570461583,0.503075599,0
特色,特色/n(名词),120,12859,250,2281,8728,0.119603787,6.935637807,6.181563651,0.503291871,0
美景,美景/n(名词),162,5182,287,894,2929,0.075156572,6.026763376,5.274037226,0.503306605,0
运气王,运气/n(名词) 王/n(名词),111,7747,147,372,2874,0.24366694,4.723187292,2.531031477,0.50331821,0
科协,科协/j(简称),71,5792,14,663,238,0.221715478,5.795916429,5.278678605,0.503418494,0
秒杀帮,秒杀/n(名词) 帮/v(动词),59,297,37,141,21,0.272709009,4.182118151,2.594384035,0.50351214,0
蓝颜,蓝颜/n(名词),238,4443,164,1000,631,0.341512502,5.560815945,4.045484261,0.503802401,0
虚拟,虚拟/v(动词),200,11518,290,2284,6216,0.150243335,6.534492088,5.393193772,0.504598834,0
爆料,爆料/n(名词),143,2816,231,848,2355,0.349735383,5.970860836,5.539998174,0.50459889,0
证书,证书/n(名词),221,4775,513,1265,5083,0.165242904,5.806213026,5.25797566,0.504696,0
帅哥美女们,帅哥/nz(其他专名) 美女/n(名词) 们/k(后接成分),54,9531,29,370,10361,0.325171971,4.917182424,3.977420536,0.504761264,0
设计学,设计学/n(名词),62,2975,35,34,58,0.164567484,3.776452467,2.33894869,0.504794613,0
育儿交流群,育儿/vn(其他) 交流/vn(其他) 群/Ng(其他),67,2518,74,2132,676,0.394220836,5.211083835,3.91696551,0.504890782,0
寒暑假,寒暑假/j(简称),50,2310,107,969,1479,0.276688,5.256585454,4.418120021,0.505570997,0
同居,同居/v(动词),52,2003,31,168,241,0.269164844,5.005432464,4.159227945,0.505589367,0
浪子,浪子/n(名词),75,27120,81,3510,1137,0.156678813,6.597309173,5.502113188,0.50574418,0
u盾,u/nx(其他) 盾/Ng(其他),61,1029,60,78,128,0.38757206,3.77277936,2.021256232,0.505817762,0
开心一笑,开心/a(形容词) 一笑/n(名词),142,1606,34,331,203,0.380644644,4.503599386,3.537168814,0.506085391,0
闸阀,闸阀/n(名词),89,103,94,12,192,0.125940464,3.152946859,1.609437912,0.506345729,0
存储,存储/v(动词),81,3749,247,593,1230,0.315154915,5.533601469,4.243693723,0.506421882,0
刘楚恬,刘楚恬/n(名词),61,129,95,91,75,0.164567484,4.173014487,2.366863582,0.506713316,0
盯盘,盯盘/n(名词),52,119,262,10,104,0.164567484,3.260918854,1.893788232,0.506723211,0
聆听,聆听/v(动词),62,12772,102,2031,3428,0.293976032,5.941923199,4.417847961,0.506761633,0
冷清,冷清/n(名词),50,3214,50,438,1192,0.280441482,5.222647094,4.331936761,0.506818535,0
同龄人,同龄人/n(名词),100,1950,127,216,1260,0.345092972,4.810613039,3.689852045,0.506902509,0
衣柜,衣柜/n(名词),295,3805,819,2644,3184,0.301303081,5.383101353,4.274039334,0.506919424,0
公众号推广,公众号/n(名词) 推广/v(动词),66,72,154,34,72,0.041947876,3.569786211,2.902002313,0.507036987,0
潮妈,潮妈/n(名词),65,562,49,112,78,0.164567484,4.513346734,4.055124347,0.507148979,0
东风雷诺,东风/ns(地名) 雷诺/n(名词),135,66,24,26,21,0.026571248,3.526970668,2.886202314,0.507213074,0
互评,互评/v(动词),94,1408,280,781,1434,0.304887375,4.931489654,4.341715109,0.507247264,0
友谊的小船,友谊/n(名词) 的/u(助词) 小船/n(名词),54,4100,32,466,305,0.304428219,2.9682956,2.540036304,0.50756672,0
工厂,工厂/n(名词),273,16507,1098,6217,13500,0.129671498,7.20829864,6.38099823,0.507737444,0
订单,订单/n(名词),79,15220,186,3087,6319,0.078863776,6.569878735,5.926351255,0.508071052,0
音乐🎶,音乐/n(名词),64,752,177,607,397,,5.028744729,4.718022978,0.508215181,0
陕西人,陕西人/n(名词),54,2702,130,2216,1178,0.235579157,4.667418337,4.842539977,0.508402001,0
百善孝为先,百善/n(名词) 孝为先/n(名词),52,870,39,101,193,0.348974356,3.802785876,1.791759469,0.508541443,0
朝廷,朝廷/n(名词),59,776,73,212,187,0.345363735,5.426956466,3.44482832,0.508813943,0
产品推广交流,产品/n(名词) 推广/vn(其他) 交流/vn(其他),76,34,10,23,25,0.059390236,2.81232054,2.564949357,0.509108864,0
吃屎,吃/v(动词) 屎/n(名词),97,5598,91,475,768,0.416347667,5.843093267,4.468870982,0.509149376,0
单身族,单身族/n(名词),56,1223,74,340,177,0.36871645,5.426288844,4.434730268,0.509212939,0
美牙仪,美牙仪/n(名词),51,168,17,42,44,0.164567484,4.108719194,2.954673212,0.509360803,0
九龙战,九龙战/n(名词),87,327,81,35,53,0.164567484,4.212412078,3.0625293,0.509446945,0
公共基础知识,公共/b(其他) 基础/n(名词) 知识/n(名词),85,37,408,17,59,0.080575416,2.731526567,1.667461933,0.509603231,0
金融一体机,金融/n(名词) 一体机/n(名词),208,690,363,359,481,0.008614709,1.234462699,0.541084179,0.509681257,0
西北农林科技大学,西北/s(处所词) 农林/n(名词) 科技/n(名词) 大学/n(名词),71,887,186,36,282,0.10258335,2.367749803,1.344176337,0.510025795,0
打豆豆,打豆豆/n(名词),118,1799,137,260,412,0.413114995,4.010899497,2.28815843,0.510140147,0
大腿,大腿/n(名词),55,2526,134,332,1250,0.245312926,5.723897456,4.774629295,0.510233077,0
打字员赚钱找工作,打字员/n(名词) 赚钱/v(动词) 找/v(动词) 工作/vn(其他),193,196,31,30,31,0.222312066,0,0,0.510554329,0
试验,试验/v(动词),59,7579,200,2592,1882,0.296089563,5.501553547,3.90900346,0.510703763,0
知识分享,知识/n(名词) 分享/v(动词),52,1043,88,212,939,0.266720199,4.856283213,4.770765916,0.510902641,0
二元期权招商,二元/b(其他) 期权/n(名词) 招商/vn(其他),84,29,55,35,9,0.007018655,2.586708904,1.054920168,0.51142504,0
在校大学生,在校/vn(其他) 大学生/n(名词),58,2143,85,113,2876,0.288942529,4.10297623,3.615176616,0.511483204,0
澳大利亚移民,澳大利亚/ns(地名) 移民/n(名词),60,56,48,17,20,0.016953422,2.754331704,1.732867951,0.511566547,0
小星星,小星星/n(名词),57,6345,38,811,366,0.247351589,5.466837164,4.922710194,0.51204165,0
红米note,红米/n(名词) note/nx(其他),93,172,285,47,137,0.423828151,3.722290092,2.609846777,0.512280126,0
文文,文文/nr(其他),70,4483,72,453,625,0.330764508,5.819903346,4.939295847,0.512295246,0
仙子,仙子/n(名词),67,5387,82,883,725,0.090956357,5.870742531,4.883775421,0.512532151,0
托儿所,托儿所/n(名词),60,2024,60,811,140,0.357179508,5.8805604,4.492098719,0.512719409,0
投诉,投诉/v(动词),123,5894,161,1365,3435,0.182905426,6.205394962,5.745595201,0.512863142,0
结拜,结拜/v(动词),85,2617,95,430,317,0.401480935,5.381471506,3.709519167,0.513041923,0
挂靠,挂靠/v(动词),566,3632,2799,5615,7044,,5.349274362,5.143934125,0.51311237,0
代理交流,代理/vn(其他) 交流/vn(其他),62,3436,61,1827,603,0.298432141,5.477423648,5.829929251,0.513140685,0
科技,科技/n(名词),1807,176545,3676,32753,31384,,7.934582012,6.743915067,0.51356341,0
城南,城南/s(处所词),59,12347,108,2560,1278,0.26882635,6.561658342,6.22144376,0.513601898,0
9号,9号/t(时间词),60,11419,34,708,1227,0.653169067,6.38719484,5.922034777,0.513789668,0
县长,县长/n(名词),50,1146,38,72,73,0.226973386,4.787062609,3.299427031,0.513802833,0
贺美琦,贺美琦/n(名词),61,269,67,154,121,0.164567484,4.107670301,2.084736199,0.513876715,0
二元期权开户送礼,二元/b(其他) 期权/n(名词) 开户/v(动词) 送礼/v(动词),400,20,240,12,,,0,0,0.513904928,0
爱疯,爱疯/n(名词),123,4703,121,389,386,0.323335508,5.667674617,4.742609874,0.514128407,0
字幕组,字幕组/n(名词),78,1003,160,683,463,0.352272998,6.438953565,4.720661838,0.514245742,0
k线战法,k/nx(其他) 线/n(名词) 战法/n(名词),127,27,121,14,12,0.064060137,2.616227413,2.196755798,0.514381707,0
爱心传递,爱心/n(名词) 传递/v(动词),66,742,126,185,433,0.272557033,4.975505508,4.064309604,0.514538232,0
天气,天气/n(名词),60,7954,114,486,2211,0.240340416,5.846863438,4.783624336,0.514839863,0
小婊砸,小婊砸/n(名词),53,2199,16,199,72,0.164567484,4.460415044,3.474613019,0.515283804,0
高手交流,高手/n(名词) 交流/vn(其他),97,2741,100,1185,1425,0.249045664,5.052558095,5.713199854,0.515562589,0
资源共享,资源/n(名词) 共享/v(动词),3062,45729,7199,16464,50280,,6.618342883,6.744527833,0.515640726,0
出行,出行/v(动词),355,13832,1283,2229,36016,0.250388666,6.32739057,5.056944641,0.516027663,0
博悦,博悦/n(名词),118,458,69,120,105,0.164567484,4.762210615,3.891703266,0.516109831,0
正版,正版/b(其他),251,6356,898,2634,7038,0.186594334,6.551265302,5.703943953,0.516186325,0
high起来,high/nx(其他) 起来/v(动词),58,3744,21,214,620,0.38225751,4.878686193,3.773788007,0.516764693,0
免费建站,免费/vd(趋向动词) 建/v(动词) 站/n(名词),62,67,83,24,83,0.294726191,3.617196841,2.564949357,0.516768169,0
银河,银河/ns(地名),103,14371,172,3255,1945,0.181261819,6.971814739,6.254449352,0.517236752,0
115云,115/m(数词) 云/n(名词),73,142,146,71,95,0.745989968,3.597402692,2.491676608,0.517283115,0
职业学院,职业/n(名词) 学院/n(名词),52,38298,87,3967,6987,0.345024343,5.812970793,5.080406574,0.517446821,0
接口,接口/n(名词),83,4697,194,1176,1719,0.222998356,6.219520629,5.287536539,0.517463252,0
夏尔,夏尔/nr(其他),68,474,112,74,62,0.286432417,4.919007909,3.711391435,0.517607952,0
梦之队,梦之队/n(名词),72,8788,76,2412,556,0.19679251,6.651474607,5.735569036,0.517649543,0
笑口常开,笑口常开/l(其他),71,3071,47,290,880,0.311707137,4.476583148,2.871398586,0.517650691,0
晨跑,晨跑/n(名词),280,2207,578,627,1264,0.439115214,5.431047865,4.238524918,0.51766335,0
ps交流,ps/nx(其他) 交流/vn(其他),110,955,454,604,384,0.58022938,4.454580967,4.435825148,0.517780734,0
男男女女,男男女女/l(其他),160,6468,167,999,3231,0.21175373,5.558234876,5.206197889,0.518275687,0
厕所,厕所/n(名词),52,5679,80,613,798,0.296551596,6.167275078,4.435936133,0.518534113,0
博美娱乐,博美/n(名词) 娱乐/vn(其他),378,424,16,25,102,0.082589749,2.307758088,1.427061043,0.518706754,0
通告,通告/n(名词),65,4215,126,919,3102,0.378094663,5.432643665,4.587557202,0.518745974,0
跑团,跑团/n(名词),169,1985,627,1464,1001,0.164567484,6.882368892,5.584700924,0.519085718,0
斗图群,斗/v(动词) 图群/n(名词),89,9709,267,4833,1527,0.248183678,6.067108761,4.193600301,0.519225421,0
环境保护,环境/n(名词) 保护/vn(其他),95,1610,183,214,502,0.300372173,4.846920832,4.019763722,0.519448338,0
玩家交流,玩家/n(名词) 交流/vn(其他),319,4638,682,3075,3406,0.20460376,6.109066542,5.805162155,0.519502366,0
妈妈帮,妈妈帮/n(名词),296,3788,585,1274,2914,0.308921756,6.504201039,5.693746933,0.519729632,0
五星,五星/b(其他),87,7758,81,1599,1914,0.163722329,6.704708859,5.966325386,0.520081714,0
恋爱ing,恋爱/v(动词) ing/nx(其他),109,296,74,47,16,0.243050899,3.193512367,1.609437912,0.520107328,0
大学生创业赚钱,大学生/n(名词) 创业/v(动词) 赚钱/a(形容词),61,74,40,39,118,0.020962206,2.278851592,1.039720771,0.520618158,0
赛车计划,赛车/n(名词) 计划/n(名词),95,700,43,146,52,0.026605095,2.862530432,3.323556533,0.520724111,0
加工厂,加工厂/n(名词),51,2540,240,1771,3027,0.153994454,6.780897436,5.971640912,0.521007049,0
注册送白菜,注册/v(动词) 送/v(动词) 白菜/n(名词),109,138,263,245,27,0.043933662,2.711670714,1.676987774,0.521586281,0
模联,模联/n(名词),232,3038,108,293,115,0.164567484,5.45823933,4.617317001,0.521691904,0
犯贱,犯贱/v(动词),84,7999,53,1071,1062,0.290172803,5.833857295,3.441383642,0.521909949,0
自力更生,自力更生/i(习语),56,746,62,70,317,0.16889701,4.300531809,3.272555544,0.522102157,0
淘宝猫,淘宝/n(名词) 猫/n(名词),133,10,,11,3,0.014044579,3.004227225,2.079441542,0.522240709,0
新兵,新兵/n(名词),52,3698,58,262,316,0.263049603,5.628967089,4.440007659,0.522291942,0
it民工,it/nx(其他) 民工/n(名词),71,191,76,42,27,0.215183558,3.848544919,2.920687027,0.522352041,0
菲亚特车友会,菲亚特/n(名词) 车友会/n(名词),54,95,10,53,16,0.033565401,4.013103056,3.768367729,0.522866752,0
降三高,降三高/n(名词),54,61,44,23,37,0.164567484,3.038729602,2.456142906,0.523759352,0
相爱相杀,相爱/v(动词) 相杀/n(名词),106,1435,56,143,220,0.286128744,4.584384771,3.547717997,0.524295337,0
打底裤批发,打底裤/n(名词) 批发/vn(其他),74,128,51,66,25,0.013237313,3.643785379,3.09633724,0.524380514,0
户外俱乐部,户外/s(处所词) 俱乐部/n(名词),53,2881,161,5106,1799,0.143271215,7.27358395,6.095878274,0.524572003,0
速度达,速度达/n(名词),97,245,114,121,118,0.164567484,2.921041885,1.667893456,0.524694771,0
托福培训,托福/n(名词) 培训/vn(其他),55,45,32,12,15,0.011426952,2.772588722,1.791759469,0.52477281,0
技术支持,技术/n(名词) 支持/v(动词),224,6521,570,2056,4853,0.094645925,6.863781912,6.301702481,0.524829661,0
孕妇胎教,孕妇/n(名词) 胎教/n(名词),90,66,19,15,2,0.028358947,2.926417555,2.833213344,0.525161264,0
剑侠情缘叁,剑侠情缘/nz(其他专名) 叁/m(数词),56,195,134,22,41,0.261847297,3.567761227,1.609437912,0.525372205,0
夜市货源,夜市/n(名词) 货源/n(名词),51,33,284,69,15,0.025216784,3.035634143,2.588256843,0.525897062,0
牛彩,牛彩/n(名词),84,164,17,38,23,0.164567484,3.713948575,2.704087095,0.525927461,0
微信兼职,微信/n(名词) 兼职/vn(其他),66,497,184,285,215,0.064725972,4.334667354,3.943205376,0.526353571,0
逆站,逆/Vg(其他) 站/n(名词),50,553,79,128,83,0.265215796,4.407291197,3.535496406,0.526480369,0
摩托车出售,摩托车/n(名词) 出售/v(动词),53,42,177,11,114,0.017935378,2.67011989,1.889159164,0.526548789,0
淘宝返现,淘宝/n(名词) 返现/n(名词),59,441,136,267,28,0.007670512,1.525158133,2.394700406,0.526905491,0
干妈,干妈/n(名词),126,1893,121,142,128,0.374459699,4.410490875,3.294586287,0.527811744,0
兄弟帮,兄弟帮/n(名词),93,7884,49,890,163,0.164567484,6.028078945,4.901477283,0.528192633,0
千年,千年/t(时间词),83,21342,201,3639,4144,0.18360788,6.941032225,5.793785954,0.528246344,0
成年人,成年人/n(名词),85,3499,107,646,2149,0.27433083,5.198714614,4.858529829,0.52856689,0
vi,vi/nx(其他),107,3144,209,511,650,0.320689657,6.49841654,5.696666035,0.528690199,0
宠爱,宠爱/v(动词),88,5669,91,1553,1110,0.301719752,5.997691857,4.940532434,0.528780215,0
帅哥群,帅哥/nz(其他专名) 群/Ng(其他),152,11085,209,1881,349,0.379149402,6.408139539,5.444659065,0.528879263,0
互相学习,互相/d(副词) 学习/v(动词),383,29187,628,258,39165,0.523582766,4.825309717,4.779614353,0.529015475,0
骑马与砍杀,骑马/v(动词) 与/p(介词) 砍杀/n(名词),126,270,500,262,266,0.325297933,4.533322285,3.26596485,0.529215302,0
彩虹小马,彩虹/n(名词) 小马/n(名词),65,63,215,57,23,0.204041356,4.259193982,2.730632919,0.529233576,0
μ's,μ/n(名词) '/w(标点) s/q(量词),87,248,303,116,122,0.452901137,4.836575768,3.321705071,0.529284531,0
新时代,新时代/n(名词),216,9277,365,2843,2703,0.158312861,6.795671182,6.321344759,0.529328811,0
顾问,顾问/n(名词),88,9442,130,1571,3052,0.218882339,6.218350321,5.742223173,0.529547304,0
小米4,小米/n(名词) 4/m(数词),71,121,231,36,63,0.53699237,4.043463002,3.246095274,0.529652736,0
互送爱心,互送/n(名词) 爱心/n(名词),63,1131,166,514,844,0.236300666,3.134657176,1.525681697,0.530198513,0
松骨,松骨/n(名词),55,309,50,19,13,0.055160029,2.882355296,1.871161832,0.530540067,0
神皂,神皂/n(名词),51,215,48,17,55,0.164567484,3.567137464,2.311423445,0.53055944,0
小吃培训加盟,小吃/n(名词) 培训/vn(其他) 加盟/vn(其他),115,337,13,11,14,0.04037808,2.271868513,1.386294361,0.530678606,0
逢考必过,逢/v(动词) 考/v(动词) 必/d(副词) 过/v(动词),122,2881,135,503,347,0.432320355,5.248520143,4.326085863,0.530952511,0
来者不拒,来者不拒/i(习语),134,6035,168,209,5867,0.412293439,4.919114418,3.839303846,0.530977059,0
安溪茶叶,安溪/ns(地名) 茶叶/n(名词),99,95,14,29,11,0.018738741,3.340487701,2.48436684,0.531011655,0
微商团队,微商/n(名词) 团队/n(名词),68,503,50,100,117,0.266539322,4.935270949,3.791156352,0.531742092,0
115网盘,115/m(数词) 网盘/n(名词),166,314,217,122,141,0.587201097,3.938591788,2.948952666,0.532581862,0
无老师,无/v(动词) 老师/n(名词),78,2546,21,139,177,0.345106212,4.657731705,3.728960712,0.532896911,0
完全免费,完全/ad(其他) 免费/v(动词),60,1695,46,30,2374,0.402453483,4.008064442,3.052520502,0.533333899,0
派遣,派遣/v(动词),62,1168,182,560,1013,0.359994321,5.782072832,4.908586709,0.533436497,0
西南一区,西南/s(处所词) 一/m(数词) 区/n(名词),69,448,152,174,215,0.404341041,4.344171504,2.535163504,0.533485567,0
相宜本草,相宜本草/nz(其他专名),201,128,116,11,28,0.19757126,2.733401778,2.163955657,0.533513232,0
lol等级,lol/nx(其他) 等级/n(名词),67,29,39,11,13,0.088344613,3.042475876,1.676987774,0.534306055,0
手机打字员,手机/n(名词) 打字员/n(名词),158,178,39,39,81,0.110621131,2.63539959,2.059044366,0.5343062,0
百科,百科/n(名词),179,2908,321,990,1416,0.255926043,6.273704623,5.881481322,0.534382723,0
征信不良记录删除,征信/vn(其他) 不良/a(形容词) 记录/n(名词) 删除/v(动词),692,153,77,10,10,,0,0,0.53519558,0
花朵,花朵/n(名词),90,11304,68,1130,1458,0.211608806,4.905385136,5.198057668,0.535209535,0
免费找工作,免费/vd(趋向动词) 找/v(动词) 工作/vn(其他),96,481,351,482,546,0.612256157,4.339125141,4.083349418,0.535289746,0
天猫放单,天猫/n(名词) 放/v(动词) 单/b(其他),90,85,102,21,50,0.084827305,2.580927135,1.359236701,0.535572263,0
蛋蛋后,蛋蛋/n(名词) 后/f(方位词),165,486,147,187,171,0.364682332,4.738203014,3.974867524,0.536007613,0
议论,议论/v(动词),54,3578,53,510,954,0.283773722,4.925685862,4.643630463,0.536300986,0
知足常乐,知足常乐/i(习语),87,4421,64,391,431,0.244155497,5.010598848,3.938273521,0.536578319,0
棋ﻑ牌,棋牌/n(名词),117,160,741,477,477,,1.696576312,2.197224577,0.536813156,0
在线交流,在线/nz(其他专名) 交流/vn(其他),55,2075,32,730,1582,0.368847354,5.79892827,5.837173494,0.536996309,0
生活圈,生活圈/n(名词),130,2933,110,1457,978,0.19500422,6.833830333,5.956967939,0.537561018,0
gossip,gossip/nx(其他),102,973,8,107,17,0.115591926,4.653854455,3.060287093,0.537612312,0
人类,人类/n(名词),184,18567,146,2227,9131,0.27631409,5.833558865,3.948397042,0.537667523,0
远程垫付,远程/b(其他) 垫付/v(动词),71,431,79,375,248,0.379958055,4.827172931,3.811789769,0.537694133,0
黑暗之光,黑暗/a(形容词) 之/u(助词) 光/n(名词),69,2223,35,106,36,0.346194343,4.655533818,3.126585024,0.537711711,0
萌三国,萌三国/n(名词),66,882,112,98,42,0.164567484,4.692982898,3.012223069,0.537776586,0
郑容和,郑容和/n(名词),61,140,80,68,48,0.164567484,4.371428769,2.793521025,0.537874279,0
复合,复合/vn(其他),74,3688,85,512,1527,0.275873427,5.953317741,4.836912705,0.53803468,0
喜爱夜蒲,喜爱/v(动词) 夜蒲/n(名词),54,1035,78,456,148,0.289008917,5.260902278,4.261779931,0.538095419,0
娱乐至上,娱乐/v(动词) 至上/v(动词),95,1617,134,236,869,0.250051205,5.105695486,3.98866534,0.538537227,0
打卡,打卡/vn(其他),106,9303,181,2097,2642,0.216332622,6.07312067,5.323458443,0.538538504,0
running man,running/nx(其他) /w(标点) man/nx(其他),123,633,137,149,143,0.51354367,3.270799918,3.587546014,0.538641018,0
1元云购,1/m(数词) 元/q(量词) 云购/n(名词),64,231,27,20,36,0.433189454,3.148139705,2.425479708,0.538769864,0
白银理财,白银/n(名词) 理财/vn(其他),61,134,83,31,12,0.00827954,3.18295222,2.44546783,0.538854532,0
社保补缴,社保/n(名词) 补缴/v(动词),114,60,218,44,55,0.019815082,3.110396168,2.692522325,0.539350828,0
抽风,抽风/v(动词),112,4410,89,213,2988,0.297529334,5.183048455,4.191084752,0.539549766,0
房东,房东/n(名词),90,1800,212,249,1732,0.371449884,5.091699522,4.598365509,0.539566892,0
少年谈情不说爱,少年/n(名词) 谈情/n(名词) 不说/c(连词) 爱/v(动词),367,84,56,22,2,0.557366734,1.86886277,0,0.540256024,0
新田,新田/nz(其他专名),52,2061,122,972,486,0.253092923,5.956369057,5.264734137,0.5406582,0
快手互粉群,快手/n(名词) 互粉/n(名词) 群/Ng(其他),64,2310,154,3764,934,0.323289356,4.713763722,3.06679406,0.540672187,0
芝麻信用分,芝麻/n(名词) 信用/n(名词) 分/v(动词),74,146,55,30,81,0.034143158,2.766855908,2.207107968,0.54082307,0
钱包,钱包/n(名词),99,4387,323,1562,2771,0.114216103,6.299804839,5.511245633,0.541091765,0
厨师群,厨师/n(名词) 群/Ng(其他),294,6694,1520,18315,10403,0.153294914,6.897656738,5.794668692,0.541189231,0
自主,自主/v(动词),65,7820,83,849,5314,0.124989748,6.254995249,5.656774988,0.54119322,0
社会工作,社会/n(名词) 工作/vn(其他),83,2170,130,418,583,0.297217763,5.195738544,4.049243424,0.541372205,0
生物,生物/n(名词),1036,31020,1800,5279,4641,,6.990920998,6.057465392,0.5415626,0
深渊,深渊/n(名词),80,6188,304,1456,2235,0.208252335,6.343975724,4.673252384,0.541669885,0
蕾丝边,蕾丝边/n(名词),78,234,144,51,37,0.164567484,4.149185899,2.841951219,0.541686205,0
放开那三国2,放开/v(动词) 那/r(代词) 三国/n(名词) 2/m(数词),78,343,175,179,164,0.507045107,4.481304511,3.353861824,0.541739671,0
托管班加盟,托管班/n(名词) 加盟/v(动词),89,77,52,16,18,0.242930121,2.802949744,2.360609114,0.541885636,0
银河微盘,银河/ns(地名) 微盘/n(名词),62,72,48,50,74,0.140148453,2.65237915,1.501135747,0.542685678,0
型月,型月/n(名词),56,94,282,115,121,0.164567484,4.838071528,3.615385638,0.542704274,0
农大,农大/j(简称),114,11957,198,3594,1280,0.231707074,6.49556315,5.990525164,0.542852004,0
朗逸团购,朗逸/n(名词) 团购/n(名词),55,31,35,18,15,0.005506487,2.681994178,2.505289991,0.542897985,0
情报,情报/n(名词),67,10477,69,986,1213,0.381971301,6.261767816,5.598289153,0.54314174,0
相亲群,相亲/v(动词) 群/Ng(其他),256,7011,528,6438,2920,0.5659707,6.653104931,5.799531558,0.543317719,0
剧组,剧组/n(名词),254,12434,281,2303,1316,0.1843772,6.95041536,6.059490931,0.543340853,0
找cp,找/v(动词) cp/nx(其他),130,714,501,282,1477,0.653759952,4.87589694,3.574196575,0.543406108,0
泰妍,泰妍/nr(其他),51,207,80,59,135,0.3124085,4.639095703,3.079557383,0.543439369,0
佣金返现,佣金/n(名词) 返现/n(名词),50,28,206,19,17,0.021589692,3.081786606,2.017219758,0.543680603,0
空调冰箱销售批发,空调/n(名词) 冰箱/n(名词) 销售/vn(其他) 批发/vn(其他),135,134,171,171,,0.007985669,5.141663557,4.820281566,0.543999079,0
欣赏,欣赏/v(动词),69,9316,119,858,7454,0.217519908,6.124550906,5.318768083,0.544041428,0
k歌聚会,k歌/v(动词) 聚会/v(动词),126,315,218,209,316,0.571366561,4.218749383,4.381762694,0.544398664,0
企业建站,企业/n(名词) 建/v(动词) 站/n(名词),68,118,133,32,99,0.383245608,3.642020874,2.685945325,0.54534783,0
